"回答日時","受付番号","回答ユーザ","第３回:キーワード①","第３回:キーワード②","第３回:キーワード③","第３回:キーワード④","第３回:キーワード⑤"
"2022/04/28 23:50","6814","22021657","仕事が来た波に乗るということはオファーしたりのとの信頼を得ること。それは自信につながる。これはキャリアの生のスパイラル。","やり切る力が重要","頂いたチャンスをいかに良い形でやり抜くかが大事","環境に応じて改良することの大切さ、大変さ。","伝えたいことがあるならば手順や伝え方をしっかりと、試行錯誤して準備しないと伝わらない。"
"2022/04/28 23:50","6813","31021056","やると決めたら楽しむ。","人との繋がりが社会に出た時に役立つ。","積極的に学び行動するということ。","物事を前向きに捉えることの大切さ。","周囲の信頼を得ることにより自信につながる。"
"2022/04/28 23:50","6812","39022066","自分の足で調べる","ほぼ徹夜","仕事の中でやりたいことが見えてくる","新しいことをしてみる","相手の気持ちになる"
"2022/04/28 23:50","6809","37021612","やると決めたら楽しむ","自分のペースで","第三者的な視点をもつ","聞かれる前に連絡する（予測して行動する）","好奇心を持って自ら経験する"
"2022/04/28 23:50","6808","25022618","他人からの知識を活用する","自分で考えて自分で行動する","決断が大事","現状に満足せずに向上心を持つ","良い人間関係が仕事を呼び込む"
"2022/04/28 23:50","6811","32020450","ゼミ選択は将来にもつながる。","就活では早めからとりかかる。","何事も挑戦する。","毎回のフィードバックが、大切である。","インターンでは積極的に動く。"
"2022/04/28 23:50","6810","37021659","専門分野は自分の好きなことを宣言すること","やると決めたら楽しむ","第三者目線でものを見る","来た波には乗る","自分の知識を人のために使う"
"2022/04/28 23:50","6807","26021288","やると決めたら何事も楽しむ","自分の行動に第三者視点を与える","自分の伸び代を信じる","お金は降ってこないので、自ら動く","常に勉強し続ける"
"2022/04/28 23:50","6805","29022046","やると決めたら楽しむ","第三者目線でも考える","たくさんの経験を通して自分をみる","来た波に乗る","努力せずに得られるものはない"
"2022/04/28 23:50","6806","25021015","弁護士の主な仕事は書類作成","司法試験で学ぶ内容と実務は違う（役には立つ）","やると決めたら楽しむと決める","企業で人を育てる","結果まで想像しすぎずに波に乗ってみる"
"2022/04/28 23:50","6804","22022292","やると決めたら楽しむ","責任を持ち自分で考えて自分で行動する","自分が努力しないで得られるものは無い","授業はもちろん、バイトやインターン、旅行など色々な経験をして楽しむ","Mastery for serviceは相手にベッタリ尽くすことではなく、全体俯瞰してその人のためになる行動をすること"
"2022/04/28 23:50","6803","26021222","せっかくなら楽しんでやる","成功体験が自信に繋がる","今の自分に満足しない","チャレンジ精神","前向きに"
"2022/04/28 23:50","6802","22020424","自分で考えて行動する","自分はちっぽけだ","仕事をオファーしている人に対して実績という形で誠心誠意返す","実績をあげることで信頼を得る。信頼を得られると自信に繋がる。自信に繋がると実績に繋がる。実績→信頼→自信→実績","人々に奉仕できる社会に役立つ知識と人間性を自らの主体性を持って磨きあげよ"
"2022/04/28 23:50","6801","22022444","偉大な上司に出会うことで自分の価値を高められた","実績→信頼→自信のループ","新人時代から多くの仕事を任されたために力がついた","好奇心を持ち現場に足を運ぶことに価値がある","やると決めたら楽しむ"
"2022/04/28 23:50","6800","34020187","楽しいことに集中して取り組む","自分で決めたことは楽しんで取り組み","役に立てることに気づいて自信を持つこと","新人であるにも関わらず、積極的に行動した","目の前のことを確実にこなす"
"2022/04/28 23:50","6799","27020544","やるって決めたら楽しむ","新人の頃から色んな経験をつませてもらった","自分のことを知ってもらってから、依頼を受けたい","委任状の重さ、仕事の重大さを友人から教わった","何かをやりきることで自信につながっていく"
"2022/04/28 23:50","6798","22021832","弁護士","人の話をちゃんと聞く","苦労した","関学は良いところ","忙しくても楽しく過ごす"
"2022/04/28 23:50","6797","22021315","人生の別れ道を左右する人との繋がり(大学に行こうかどうかさえも迷っていたが関学卒業生に連れていってもらった、任せてくれる上司)","全ての学費を自分で払うためにアルバイトをする","やると決めたら楽しむ","自分をちっぽけだと感じる","波が来たら乗る"
"2022/04/28 23:50","6796","24021414","司法試験で必要な知識と実務で必要な事は全く違う","自分が決めたことは最後までやり遂げる","自分自身できちんと考え、行動する","実績をあげることで周りの信頼を得る、そして次の実績に繋げる","自分が努力をしない限り得られるものは無い"
